label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
Y,0.5118451714515686,0.8223673105239868,-3.5077576399089594e-07,0.45611265301704407,0.80930095911026,-0.010947112925350666,0.4156605005264282,0.779700517654419,-0.027423886582255363,0.3906872868537903,0.7467328906059265,-0.04704856872558594,0.40195852518081665,0.7250044345855713,-0.06225983053445816,0.4441932439804077,0.6584564447402954,-0.006973670329898596,0.4231798052787781,0.6096439361572266,-0.03321703523397446,0.4024152159690857,0.6253749132156372,-0.04314468055963516,0.3935266435146332,0.661241888999939,-0.04584910720586777,0.4668007493019104,0.6554096937179565,-0.014432870782911777,0.41857483983039856,0.6780754923820496,-0.03808861970901489,0.429928183555603,0.7267460823059082,-0.03347596526145935,0.44934117794036865,0.7266445755958557,-0.02505749650299549,0.4856001138687134,0.668495237827301,-0.026716448366642,0.4376777708530426,0.7116482853889465,-0.044427305459976196,0.44975560903549194,0.7504046559333801,-0.027652010321617126,0.46534842252731323,0.7430959343910217,-0.01356456708163023,0.49779972434043884,0.6936065554618835,-0.0419696569442749,0.4582635462284088,0.7353394031524658,-0.05076355114579201,0.46696940064430237,0.761646568775177,-0.040794819593429565,0.48147785663604736,0.7523355484008789,-0.030887741595506668
Y,0.4950840175151825,0.9932202100753784,-4.94770006298495e-07,0.464443564414978,0.9354538917541504,-0.021731827408075333,0.470823734998703,0.8624936938285828,-0.032851386815309525,0.4849741458892822,0.8072189688682556,-0.04579637199640274,0.4885706603527069,0.7604912519454956,-0.056072503328323364,0.5335009694099426,0.854676365852356,-0.01346584316343069,0.5643059611320496,0.8190571665763855,-0.039333734661340714,0.5523840188980103,0.857157826423645,-0.051702823489904404,0.5369952321052551,0.8937707543373108,-0.05481025204062462,0.5628500580787659,0.8853377103805542,-0.013645044527947903,0.5903797149658203,0.8629416227340698,-0.04771977663040161,0.5573287010192871,0.9083124995231628,-0.06039203330874443,0.5298576354980469,0.9412994980812073,-0.06118104234337807,0.5878579616546631,0.9181007146835327,-0.01783946342766285,0.6217914819717407,0.8919478058815002,-0.05146501585841179,0.588967502117157,0.9278923273086548,-0.05433777719736099,0.5614141225814819,0.9551308751106262,-0.04636438563466072,0.607237696647644,0.9508959054946899,-0.02346552163362503,0.6527715921401978,0.9298248291015625,-0.04277634248137474,0.6818599700927734,0.9214856028556824,-0.04732735455036163,0.7090035676956177,0.9104715585708618,-0.046118300408124924
Y,0.489993691444397,1.0029184818267822,-3.5729206615542353e-07,0.4619944095611572,0.942203938961029,-0.019081510603427887,0.4691130220890045,0.8683465123176575,-0.028221040964126587,0.48422354459762573,0.8103277683258057,-0.0396854504942894,0.48797085881233215,0.7624846696853638,-0.04814159497618675,0.5335525870323181,0.8566303849220276,-0.0036809961311519146,0.5622125864028931,0.8186596035957336,-0.028051400557160378,0.55098557472229,0.8522123098373413,-0.04146076738834381,0.5364779829978943,0.8876937031745911,-0.045478008687496185,0.5626301765441895,0.8854994177818298,-0.00483697047457099,0.5883276462554932,0.8612934350967407,-0.03892596438527107,0.5567949414253235,0.9028971791267395,-0.05336285009980202,0.5298478603363037,0.9365472197532654,-0.05449555069208145,0.587532639503479,0.9171575307846069,-0.010353438556194305,0.6195551753044128,0.8896412253379822,-0.042833246290683746,0.5880805253982544,0.9206132888793945,-0.04667212441563606,0.5607680678367615,0.9473879933357239,-0.03896043077111244,0.6076955795288086,0.949974536895752,-0.017266767099499702,0.6522787809371948,0.9303601980209351,-0.03590545058250427,0.6799330115318298,0.9202760457992554,-0.040901005268096924,0.7060130834579468,0.9082230925559998,-0.039523057639598846
Y,0.492392897605896,1.0035170316696167,-3.361906806276238e-07,0.4623825252056122,0.9398926496505737,-0.017233384773135185,0.46827852725982666,0.8628962635993958,-0.025126857683062553,0.4818055033683777,0.8057085871696472,-0.035689737647771835,0.48610562086105347,0.7589476108551025,-0.043154969811439514,0.5300577282905579,0.8480890989303589,-0.00029417392215691507,0.5589494705200195,0.8065240979194641,-0.02554076537489891,0.5478428602218628,0.8402336239814758,-0.03895721584558487,0.5337774753570557,0.8767842054367065,-0.04204847663640976,0.5596184134483337,0.8766777515411377,-0.0016782517777755857,0.5849654078483582,0.8502736687660217,-0.03492989391088486,0.5550479888916016,0.8933408260345459,-0.047723058611154556,0.5297655463218689,0.9263016581535339,-0.04716639220714569,0.584567129611969,0.9076169729232788,-0.007700587622821331,0.613781750202179,0.880090057849884,-0.03947904706001282,0.5826698541641235,0.9132916927337646,-0.0420529879629612,0.5565663576126099,0.9389582276344299,-0.03291613981127739,0.6051223874092102,0.9402763843536377,-0.014971436932682991,0.6477218270301819,0.9157997369766235,-0.031531091779470444,0.6747854948043823,0.9044477343559265,-0.03443517908453941,0.7003106474876404,0.8899223208427429,-0.03133894130587578
Y,0.4902035593986511,1.000808835029602,-3.474385721347062e-07,0.4608803689479828,0.9386262893676758,-0.01635167747735977,0.46782755851745605,0.8607739210128784,-0.023217931389808655,0.48141881823539734,0.8042101263999939,-0.03292965888977051,0.4859062433242798,0.7578746676445007,-0.03935698792338371,0.5301299691200256,0.8454861640930176,0.0020476256031543016,0.5571936964988708,0.8031809329986572,-0.022169601172208786,0.545888364315033,0.837164580821991,-0.0356980636715889,0.5319779515266418,0.8752025961875916,-0.03947407007217407,0.55936598777771,0.8727086782455444,0.0002101122954627499,0.5833755135536194,0.8453437089920044,-0.03266352787613869,0.5532655715942383,0.8894001841545105,-0.04593263193964958,0.5285221934318542,0.9251470565795898,-0.04602258652448654,0.5840725302696228,0.9032562375068665,-0.006293487269431353,0.6128743290901184,0.8732428550720215,-0.03778206557035446,0.5810322761535645,0.9067659378051758,-0.04034002125263214,0.5545016527175903,0.9349403977394104,-0.03161470964550972,0.6046476364135742,0.9357364177703857,-0.014072274789214134,0.6465903520584106,0.9121705889701843,-0.03218334540724754,0.6731905937194824,0.9005370736122131,-0.03635216876864433,0.6984403133392334,0.8870843648910522,-0.03405874967575073
Y,0.4946628510951996,1.0038843154907227,-3.3877395821946266e-07,0.461557537317276,0.9412544369697571,-0.016985895112156868,0.4667521119117737,0.8614785671234131,-0.023593835532665253,0.48109424114227295,0.80352783203125,-0.032868143171072006,0.48614418506622314,0.7564359307289124,-0.03866354003548622,0.5278862714767456,0.8428752422332764,0.0024780062958598137,0.5555148124694824,0.7995826005935669,-0.02172117866575718,0.5450171828269958,0.8337047696113586,-0.03507396951317787,0.5311609506607056,0.8724038600921631,-0.03868159279227257,0.5583913326263428,0.8694738745689392,0.0009360609110444784,0.5818809270858765,0.8415911197662354,-0.03231010213494301,0.5524558424949646,0.8870455622673035,-0.0457184799015522,0.5278798341751099,0.9237679839134216,-0.04570721089839935,0.5841026306152344,0.899133563041687,-0.0054147858172655106,0.6126562356948853,0.8691911101341248,-0.03701925277709961,0.5814469456672668,0.9035760760307312,-0.039394065737724304,0.555170476436615,0.9323353171348572,-0.030499540269374847,0.6057201623916626,0.9311509132385254,-0.013145859353244305,0.6467825770378113,0.9079542756080627,-0.03103484958410263,0.6730103492736816,0.8958837985992432,-0.03495168685913086,0.6978746652603149,0.8814109563827515,-0.03250450640916824
Y,0.4883181154727936,0.9968810677528381,-3.326320552332618e-07,0.45825818181037903,0.9339489936828613,-0.016474906355142593,0.46500837802886963,0.8554120063781738,-0.02379109337925911,0.4792635440826416,0.8002634048461914,-0.03329022228717804,0.4839799404144287,0.7552520036697388,-0.03923315182328224,0.5269597768783569,0.8374717831611633,-0.0010701699648052454,0.5549308061599731,0.7919042110443115,-0.024831445887684822,0.5436689853668213,0.8233708739280701,-0.03745165094733238,0.527921736240387,0.8609188795089722,-0.040784165263175964,0.5557898879051208,0.8641292452812195,-0.0026779999025166035,0.5791308283805847,0.8352072238922119,-0.0354352630674839,0.549720287322998,0.8790155053138733,-0.04817130044102669,0.5257117748260498,0.9150405526161194,-0.048276226967573166,0.5801582336425781,0.895081102848053,-0.008754336275160313,0.6102252006530762,0.8640373945236206,-0.0399128794670105,0.578733503818512,0.8956536054611206,-0.04230267181992531,0.5518325567245483,0.9227275252342224,-0.03415901958942413,0.6001631021499634,0.9285264015197754,-0.01604335382580757,0.6423310041427612,0.903944194316864,-0.03526967391371727,0.6689994931221008,0.8905909061431885,-0.040353067219257355,0.6941089034080505,0.8754571080207825,-0.038879405707120895
Y,0.4936242699623108,0.9964337348937988,-3.425221564157255e-07,0.4607248604297638,0.9348151683807373,-0.017084239050745964,0.4650646150112152,0.8567510843276978,-0.023951392620801926,0.47932562232017517,0.7999677062034607,-0.033098235726356506,0.486178994178772,0.7531525492668152,-0.03863340616226196,0.5271368026733398,0.8368974328041077,0.0009448855998925865,0.5539901852607727,0.7929108738899231,-0.022561397403478622,0.5430711507797241,0.8262923955917358,-0.035385265946388245,0.5293213725090027,0.8640714883804321,-0.039039257913827896,0.5575670599937439,0.8630630970001221,-0.00042944206506945193,0.5796207189559937,0.834481954574585,-0.03262931853532791,0.5506003499031067,0.8785065412521362,-0.04566911980509758,0.5268776416778564,0.9143999218940735,-0.046020884066820145,0.5827735066413879,0.8928961157798767,-0.006484957877546549,0.6107128858566284,0.8620041608810425,-0.03725423291325569,0.5802507400512695,0.894507884979248,-0.039500873535871506,0.5548703670501709,0.9218412637710571,-0.031155018135905266,0.6038657426834106,0.925121545791626,-0.013885799795389175,0.644618570804596,0.9015871286392212,-0.03212505206465721,0.6703705787658691,0.8890656232833862,-0.03645414859056473,0.6947748064994812,0.8741849064826965,-0.0344715341925621
Y,0.4925265908241272,0.9940846562385559,-3.438664464283647e-07,0.46066486835479736,0.932312548160553,-0.015748390927910805,0.465400755405426,0.8549237251281738,-0.022363804280757904,0.4792632758617401,0.7987126708030701,-0.03147624433040619,0.48489195108413696,0.752517580986023,-0.03716965392231941,0.5272415280342102,0.8358158469200134,0.002072228118777275,0.5537951588630676,0.7912827134132385,-0.02086237259209156,0.5432240962982178,0.8242852687835693,-0.033549968153238297,0.5300691723823547,0.8623542189598083,-0.03725377097725868,0.5571606159210205,0.8615401983261108,0.00022246447042562068,0.579308032989502,0.8317597508430481,-0.03129905089735985,0.5506652593612671,0.8759939074516296,-0.04416315257549286,0.5278497934341431,0.9122406244277954,-0.044590264558792114,0.5823057293891907,0.8911841511726379,-0.006124431267380714,0.6105095744132996,0.8584093451499939,-0.03628375753760338,0.5801820158958435,0.891082763671875,-0.03849654644727707,0.5550985932350159,0.918855607509613,-0.030390581116080284,0.6032110452651978,0.9235853552818298,-0.013675217516720295,0.6438894867897034,0.8990839123725891,-0.031848397105932236,0.6693340539932251,0.886206328868866,-0.036238864064216614,0.6934959888458252,0.8708738088607788,-0.03440701961517334
Y,0.49289894104003906,0.9913393259048462,-3.3220069894923654e-07,0.4605257511138916,0.9311410188674927,-0.016983089968562126,0.4651147127151489,0.8554785251617432,-0.024510877206921577,0.47921741008758545,0.7990100383758545,-0.03437477722764015,0.48541417717933655,0.7515894174575806,-0.040771789848804474,0.5267281532287598,0.8337173461914062,0.00040944069041870534,0.5532751679420471,0.7890181541442871,-0.023171469569206238,0.5432868003845215,0.8214607834815979,-0.0360240712761879,0.5297070145606995,0.8592510223388672,-0.039622046053409576,0.5569968819618225,0.8591261506080627,-0.001144682290032506,0.5796259641647339,0.8296919465065002,-0.03316111117601395,0.551164984703064,0.8732616305351257,-0.04618097096681595,0.527373194694519,0.9085202813148499,-0.04658759757876396,0.5824061632156372,0.8886368870735168,-0.007278332952409983,0.6101776361465454,0.856357216835022,-0.037966638803482056,0.579802930355072,0.8893172144889832,-0.04004441201686859,0.5541656613349915,0.9168548583984375,-0.031641870737075806,0.6037096381187439,0.9211573600769043,-0.014731917530298233,0.6439608931541443,0.8957786560058594,-0.0330905020236969,0.6692938804626465,0.8826422691345215,-0.03720464929938316,0.6933057904243469,0.866747260093689,-0.035059522837400436
Y,0.49308034777641296,0.9911004304885864,-3.3310016078758053e-07,0.4611133337020874,0.9302572011947632,-0.016143225133419037,0.46571022272109985,0.8528887629508972,-0.02282361499965191,0.47910308837890625,0.7969154119491577,-0.03202185779809952,0.4852258563041687,0.7505658864974976,-0.03778090327978134,0.5269131064414978,0.8319913744926453,0.0017565478337928653,0.5528091788291931,0.786123514175415,-0.021684110164642334,0.5430526733398438,0.818531334400177,-0.034651387482881546,0.5297486782073975,0.856870174407959,-0.03824438899755478,0.5574372410774231,0.8568059206008911,-4.881838322035037e-05,0.5794558525085449,0.8263758420944214,-0.03177550062537193,0.5518416166305542,0.8705111145973206,-0.04465794190764427,0.5287104249000549,0.9068347215652466,-0.04485490918159485,0.5830920934677124,0.8860762715339661,-0.006430166307836771,0.610414981842041,0.8528258204460144,-0.03667830303311348,0.5805732011795044,0.8867141008377075,-0.0385710783302784,0.5554589629173279,0.9155721664428711,-0.029950985684990883,0.6046900749206543,0.918442964553833,-0.01410800963640213,0.6445875763893127,0.8921000957489014,-0.03192118927836418,0.6695688366889954,0.877872109413147,-0.03570162504911423,0.6931623220443726,0.8616048693656921,-0.03327042981982231
Y,0.49586543440818787,0.9927462339401245,-3.3227325957341236e-07,0.46192026138305664,0.9329801201820374,-0.016921628266572952,0.4648239016532898,0.8559750318527222,-0.02394878678023815,0.47844696044921875,0.7987226843833923,-0.0331847220659256,0.48534977436065674,0.7512164115905762,-0.03880171850323677,0.5260525941848755,0.8313708305358887,0.0008037613006308675,0.5529744625091553,0.7858912348747253,-0.022171592339873314,0.5438929796218872,0.8194945454597473,-0.03459865599870682,0.5306973457336426,0.8581934571266174,-0.037876807153224945,0.5570005178451538,0.8557286262512207,-0.0005422234535217285,0.5800264477729797,0.8240084648132324,-0.03183473274111748,0.5530386567115784,0.8691242337226868,-0.044508252292871475,0.529800534248352,0.905763566493988,-0.044596340507268906,0.5829631686210632,0.8844163417816162,-0.006400629412382841,0.6110475659370422,0.8501995205879211,-0.03622060641646385,0.5823320150375366,0.8844889402389526,-0.038015369325876236,0.5577321648597717,0.9134851098060608,-0.02943962998688221,0.6049296259880066,0.916386067867279,-0.01359183993190527,0.6447243094444275,0.8890267014503479,-0.031147222965955734,0.6695623397827148,0.874314546585083,-0.03480212762951851,0.6927180886268616,0.8573377728462219,-0.0323234423995018
