label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
B,0.31080934405326843,0.7754681706428528,5.246695877758611e-07,0.384597510099411,0.7512029409408569,-0.037342458963394165,0.4429504871368408,0.647166907787323,-0.04558531567454338,0.42550599575042725,0.5431615114212036,-0.04948130622506142,0.37054264545440674,0.5085738301277161,-0.054069072008132935,0.41943156719207764,0.502824604511261,-0.02536613866686821,0.4406890869140625,0.38999974727630615,-0.04347985237836838,0.44843974709510803,0.3122420907020569,-0.0621684268116951,0.4502798318862915,0.24476751685142517,-0.07678604125976562,0.3729577958583832,0.477596640586853,-0.02367289736866951,0.394965797662735,0.3506130576133728,-0.03923049941658974,0.4075755178928375,0.2595822215080261,-0.05797077715396881,0.4135083258152008,0.1857610046863556,-0.0715487077832222,0.32813918590545654,0.47870153188705444,-0.026427388191223145,0.3415703773498535,0.35406494140625,-0.042983584105968475,0.35662466287612915,0.27433842420578003,-0.06097469478845596,0.36515048146247864,0.2118944227695465,-0.07261309772729874,0.27752605080604553,0.4995427131652832,-0.033031634986400604,0.29034996032714844,0.39446181058883667,-0.04979394003748894,0.3013747036457062,0.3268745541572571,-0.059449490159749985,0.3092772960662842,0.2697450518608093,-0.06543531268835068
B,0.3047250211238861,0.7942253947257996,5.036092716181884e-07,0.3816089928150177,0.763982355594635,-0.04017014801502228,0.4426906108856201,0.6516562104225159,-0.04948301985859871,0.4254569113254547,0.5422534346580505,-0.05457107722759247,0.3644406497478485,0.5107115507125854,-0.059141602367162704,0.4276716113090515,0.5018009543418884,-0.018409771844744682,0.44931426644325256,0.3834763169288635,-0.035649269819259644,0.45247936248779297,0.30665749311447144,-0.05497674643993378,0.45065099000930786,0.24150648713111877,-0.07019269466400146,0.38094818592071533,0.47728291153907776,-0.016205351799726486,0.4039521813392639,0.3468928933143616,-0.02948606386780739,0.4136331081390381,0.25620701909065247,-0.04717237874865532,0.4167463481426239,0.18437442183494568,-0.06063573434948921,0.3351808488368988,0.4805697202682495,-0.019758110865950584,0.34830090403556824,0.3534235954284668,-0.03504052385687828,0.35914352536201477,0.271424800157547,-0.05139672011137009,0.3632935583591461,0.20915266871452332,-0.06242549419403076,0.283587783575058,0.5031174421310425,-0.027931585907936096,0.29504698514938354,0.3965877294540405,-0.04373766854405403,0.3044416010379791,0.32603034377098083,-0.052303019911050797,0.31161174178123474,0.2653236985206604,-0.05797501653432846
B,0.3011937737464905,0.8074905872344971,4.618111404397496e-07,0.37970486283302307,0.7690984606742859,-0.03661133348941803,0.4406486749649048,0.6554044485092163,-0.04544157534837723,0.42644059658050537,0.543107271194458,-0.051461197435855865,0.3651971220970154,0.5170864462852478,-0.05752312019467354,0.4243956506252289,0.49712544679641724,-0.015786129981279373,0.44512873888015747,0.3756694495677948,-0.03174181282520294,0.4474467635154724,0.29842883348464966,-0.050429992377758026,0.44526639580726624,0.23131006956100464,-0.06592922657728195,0.3774634003639221,0.4742693603038788,-0.017264973372220993,0.39895886182785034,0.3409748375415802,-0.02926231361925602,0.4087287485599518,0.2481362223625183,-0.046777233481407166,0.41297346353530884,0.1712438464164734,-0.0609603188931942,0.3312988579273224,0.4808388352394104,-0.024369457736611366,0.34257641434669495,0.3503536283969879,-0.03899841755628586,0.3534873127937317,0.2663843035697937,-0.056011129170656204,0.3581041991710663,0.19941309094429016,-0.06835509091615677,0.2791857421398163,0.507809042930603,-0.03599550202488899,0.2888365089893341,0.3951303958892822,-0.05221185088157654,0.2974656820297241,0.32218772172927856,-0.06153334677219391,0.30421918630599976,0.2586210370063782,-0.06841502338647842
B,0.26500874757766724,0.7948696613311768,5.014003363612574e-07,0.3416390120983124,0.741326093673706,-0.03768805414438248,0.4014112055301666,0.6261122226715088,-0.04622431471943855,0.37948378920555115,0.5209751725196838,-0.052022747695446014,0.31815096735954285,0.49858203530311584,-0.05700117349624634,0.3787132799625397,0.4786360561847687,-0.007448077667504549,0.39790424704551697,0.3608107566833496,-0.02479700744152069,0.40185242891311646,0.2839457094669342,-0.04459332674741745,0.4018130302429199,0.21586957573890686,-0.06010466068983078,0.33148711919784546,0.4547644257545471,-0.008146094158291817,0.35415923595428467,0.32568359375,-0.022817978635430336,0.3640149235725403,0.2352403700351715,-0.04169504716992378,0.36887335777282715,0.1627739667892456,-0.05575823783874512,0.28489652276039124,0.45938754081726074,-0.015458231791853905,0.3037123382091522,0.3330983519554138,-0.03209761902689934,0.31516748666763306,0.2503363788127899,-0.050051312893629074,0.32157403230667114,0.18603479862213135,-0.06178351491689682,0.23411856591701508,0.4839692711830139,-0.027494313195347786,0.25044164061546326,0.3737819194793701,-0.0423828661441803,0.2612933814525604,0.30145353078842163,-0.051152076572179794,0.2713356912136078,0.24023473262786865,-0.057302169501781464
B,0.20834121108055115,0.7919415235519409,5.914654934713326e-07,0.2915784418582916,0.7412727475166321,-0.04360644891858101,0.3506694436073303,0.6122159957885742,-0.050992753356695175,0.31684452295303345,0.5063344836235046,-0.05389011651277542,0.24066826701164246,0.5137190818786621,-0.055254507809877396,0.3180743157863617,0.45775550603866577,-0.0088864266872406,0.3287661373615265,0.3313449025154114,-0.02032730169594288,0.32928234338760376,0.25469791889190674,-0.03683117777109146,0.32690417766571045,0.18666595220565796,-0.05138207972049713,0.26648738980293274,0.4371100068092346,-0.00616630120202899,0.2792395055294037,0.29833224415779114,-0.013897030614316463,0.2861868143081665,0.2089451253414154,-0.030245112255215645,0.28813686966896057,0.13446837663650513,-0.043458178639411926,0.2190648913383484,0.44573137164115906,-0.010279334150254726,0.22953009605407715,0.314609557390213,-0.021107984706759453,0.24054169654846191,0.23188713192939758,-0.03878059610724449,0.24538016319274902,0.16372591257095337,-0.051244571805000305,0.16938917338848114,0.47535210847854614,-0.01988915167748928,0.1797947734594345,0.3601667284965515,-0.030723031610250473,0.18777187168598175,0.28807979822158813,-0.03838193044066429,0.19308143854141235,0.22439271211624146,-0.04454731568694115
B,0.3539094924926758,0.8341655731201172,4.5424070549415774e-07,0.4291243255138397,0.7608345746994019,-0.027892423793673515,0.47874611616134644,0.6436694860458374,-0.035384856164455414,0.49339985847473145,0.5558393597602844,-0.04524657875299454,0.49217963218688965,0.4903247356414795,-0.05194734036922455,0.4584144651889801,0.49813541769981384,0.010733429342508316,0.497647762298584,0.37954574823379517,-0.016358399763703346,0.507627010345459,0.3027947247028351,-0.0432509109377861,0.5099303722381592,0.2344701588153839,-0.06152230501174927,0.42614203691482544,0.4792061448097229,0.0047522298991680145,0.46291083097457886,0.3509977161884308,-0.018052279949188232,0.47226470708847046,0.25719842314720154,-0.042719315737485886,0.47722291946411133,0.17157027125358582,-0.0600447803735733,0.38906434178352356,0.48183828592300415,-0.009268787689507008,0.4218924343585968,0.36015021800994873,-0.0314987413585186,0.43185263872146606,0.27863025665283203,-0.048840973526239395,0.43584030866622925,0.210621178150177,-0.059455838054418564,0.34570586681365967,0.5041114091873169,-0.02778569981455803,0.37786611914634705,0.4045071303844452,-0.04346708208322525,0.39221081137657166,0.33865177631378174,-0.04984226077795029,0.4006575345993042,0.28022801876068115,-0.05370648205280304
B,0.45455726981163025,0.8570684194564819,4.3579905195656465e-07,0.5405443906784058,0.809668779373169,-0.027510954067111015,0.6072186231613159,0.6974622011184692,-0.033376116305589676,0.612371027469635,0.5949016809463501,-0.04018016532063484,0.5589029788970947,0.5666050910949707,-0.047645337879657745,0.5838468074798584,0.5352922081947327,0.0010042593348771334,0.6117074489593506,0.414591908454895,-0.018493257462978363,0.6219187378883362,0.3361758589744568,-0.039999350905418396,0.6270191073417664,0.2657724618911743,-0.05702420696616173,0.543021023273468,0.5141180157661438,-0.008057771250605583,0.5731473565101624,0.37313663959503174,-0.02525445632636547,0.5928215980529785,0.2793574333190918,-0.04608343914151192,0.6058294177055359,0.1981024146080017,-0.06191115826368332,0.497117817401886,0.5196774005889893,-0.023577850311994553,0.5269774198532104,0.3842410743236542,-0.04362388327717781,0.5551387071609497,0.3018113970756531,-0.06132690608501434,0.5763832926750183,0.23349031805992126,-0.0735253319144249,0.4420095682144165,0.5430769324302673,-0.04310545325279236,0.4642699360847473,0.4255533814430237,-0.0603419654071331,0.48395565152168274,0.35587751865386963,-0.0670391321182251,0.5021407008171082,0.2938103973865509,-0.07252282649278641
B,0.3799993395805359,0.8105244040489197,1.6109277112263953e-07,0.4583228826522827,0.737373948097229,-0.008203011006116867,0.5006831288337708,0.6300210952758789,-0.0035792242269963026,0.5047122836112976,0.5488113760948181,-0.0026236397679895163,0.47413715720176697,0.5105177164077759,-0.0012780985562130809,0.4887688457965851,0.5020470023155212,0.03688577190041542,0.4931204319000244,0.38683146238327026,0.034101247787475586,0.48585638403892517,0.326755166053772,0.022625016048550606,0.47557657957077026,0.2748572528362274,0.012827327474951744,0.450172483921051,0.4944239556789398,0.03037579357624054,0.45995110273361206,0.36971646547317505,0.03024398721754551,0.4578855037689209,0.30253440141677856,0.017324035987257957,0.45092135667800903,0.24370813369750977,0.006378271616995335,0.41136398911476135,0.5048843026161194,0.01819433830678463,0.42236360907554626,0.38886457681655884,0.015187573619186878,0.4211256206035614,0.32249096035957336,0.003987760748714209,0.41329050064086914,0.2653117775917053,-0.005065166391432285,0.3691295385360718,0.5264755487442017,0.003425255883485079,0.3721592426300049,0.43273627758026123,-0.0012523235054686666,0.37181925773620605,0.37341412901878357,-0.006215646862983704,0.36951324343681335,0.3170180022716522,-0.010267815552651882
B,0.28340214490890503,0.7536779046058655,3.849441441161616e-07,0.3609800934791565,0.6862010955810547,-0.028017785400152206,0.4133707582950592,0.587171196937561,-0.03523143008351326,0.4389097988605499,0.5033309459686279,-0.042231105268001556,0.4406232237815857,0.43822282552719116,-0.048981841653585434,0.3629932105541229,0.45865631103515625,-0.0005025914288125932,0.3650522232055664,0.34867241978645325,-0.018339117988944054,0.3604763150215149,0.2831387221813202,-0.03863129764795303,0.3565111458301544,0.2252122163772583,-0.05419091135263443,0.3213520646095276,0.45371395349502563,-0.0011312784627079964,0.3231622576713562,0.3383307456970215,-0.01843304932117462,0.320663720369339,0.27050551772117615,-0.04026639834046364,0.3173035681247711,0.21113979816436768,-0.05683358386158943,0.28012582659721375,0.4642636477947235,-0.007376841735094786,0.27960264682769775,0.35724472999572754,-0.026330310851335526,0.2762353718280792,0.29473942518234253,-0.041963543742895126,0.26988837122917175,0.24449840188026428,-0.05249486491084099,0.23924586176872253,0.4891741871833801,-0.01718183420598507,0.23904184997081757,0.4039992392063141,-0.03472544997930527,0.23496998846530914,0.3539600968360901,-0.04329255223274231,0.2288203239440918,0.31093087792396545,-0.04849652573466301
B,0.20208314061164856,0.7370728254318237,4.1046249066312157e-07,0.2794341742992401,0.6721471548080444,-0.02840062789618969,0.31323930621147156,0.5666996240615845,-0.0330226793885231,0.3088846206665039,0.4867039918899536,-0.0374482199549675,0.2730116546154022,0.45072391629219055,-0.04312252253293991,0.2700371742248535,0.44327235221862793,-0.0025878180749714375,0.27007773518562317,0.341699481010437,-0.020659299567341805,0.2627336382865906,0.2702854573726654,-0.04185833781957626,0.25407248735427856,0.20864486694335938,-0.05902033671736717,0.22813428938388824,0.43842267990112305,-0.0038412169087678194,0.22693756222724915,0.3287418484687805,-0.022169768810272217,0.21886427700519562,0.25503113865852356,-0.04584118351340294,0.20826455950737,0.19353854656219482,-0.06356258690357208,0.1881573498249054,0.45311641693115234,-0.010376808233559132,0.18462952971458435,0.3481632173061371,-0.029968615621328354,0.17815664410591125,0.2804696559906006,-0.049030110239982605,0.16896705329418182,0.22813215851783752,-0.061562616378068924,0.14671705663204193,0.4838254451751709,-0.020491203293204308,0.1406501978635788,0.3961893916130066,-0.03908003121614456,0.13727155327796936,0.3398780822753906,-0.05083438754081726,0.13393400609493256,0.29458972811698914,-0.058581434190273285
